frame_index,icon_c0_r0,icon_c0_r1,icon_c0_r2,icon_c1_r0,icon_c1_r1,icon_c1_r2,icon_c2_r0,icon_c2_r1,icon_c2_r2
389256,4,4,4,5,1,1,0,3,7
389257,0,3,3,4,1,5,4,0,0
389258,3,3,0,3,0,3,2,2,2
389259,4,4,1,0,3,3,4,4,1
389260,1,0,0,2,6,2,1,2,0
389261,6,4,4,3,0,3,4,4,1
389262,5,5,3,4,4,4,3,7,3
389263,3,3,0,4,1,5,0,4,4
389264,1,1,1,1,5,1,0,3,7
389265,0,0,1,1,1,0,3,3,3
389266,6,4,4,0,3,3,1,1,1
389267,3,0,4,1,0,2,3,7,3
389268,2,5,5,3,3,3,2,2,2
389269,5,5,3,0,4,4,1,1,1
389270,1,0,0,2,2,2,0,4,4
389271,0,0,1,4,4,1,2,5,5
389272,3,3,0,1,1,1,4,4,4
389273,0,0,1,3,0,3,7,3,3
389274,1,1,1,4,4,1,3,7,3
389275,5,5,3,1,5,1,0,2,2
389276,0,0,1,2,2,2,3,3,3
389277,2,2,5,3,3,7,4,4,4
389278,3,0,4,1,1,1,2,0,2
389279,0,1,1,0,3,3,0,0,4
389280,3,3,3,6,2,2,2,5,5
389281,1,0,0,2,6,2,3,7,3
389282,2,7,2,0,3,3,2,0,2
389283,3,0,4,4,0,4,5,5,0
389284,1,1,1,3,7,4,2,2,2
389285,4,6,4,1,1,0,0,3,7
389286,0,3,3,7,4,0,4,4,1
389287,1,1,1,0,3,3,0,0,4
389288,2,2,5,2,2,2,0,4,4
389289,5,5,3,4,0,4,3,3,4
389290,2,7,2,4,4,1,2,5,5
389291,1,2,7,6,2,2,1,1,2
389292,0,4,6,6,2,2,5,5,0
389293,4,4,4,0,4,4,7,3,3
389294,5,3,0,7,4,0,3,4,0
389295,3,0,3,0,3,3,4,1,6
389296,4,1,0,4,0,4,0,4,4
389297,5,5,3,3,7,4,4,4,4
389298,7,2,2,4,4,4,3,3,4
389299,2,2,5,7,4,0,5,0,3
389300,1,1,2,4,4,4,2,5,5
389301,2,5,5,2,3,0,0,3,7
389302,6,4,4,0,4,4,4,4,4
389303,2,7,2,1,1,1,3,7,3
389304,3,3,0,2,2,3,2,2,5
389305,5,3,0,2,2,3,6,1,1
389306,3,3,3,4,0,4,2,2,2
389307,1,1,2,0,2,6,4,0,0
389308,1,2,7,7,4,0,3,3,4
389309,1,2,7,2,3,0,1,6,1
389310,2,5,5,4,0,4,2,0,2
389311,1,0,0,4,1,5,0,0,4
389312,2,7,2,0,4,4,0,4,4
389313,1,1,2,0,3,3,5,0,3
389314,4,4,4,6,2,2,7,3,3
389315,6,4,4,0,3,3,2,2,2
389316,2,2,5,0,3,3,2,2,2
389317,1,1,2,3,3,7,4,4,4
389318,6,4,4,3,7,4,2,5,5
389319,1,1,1,7,4,0,4,1,6
389320,2,2,5,0,2,6,2,2,5
389321,4,1,0,1,1,0,2,5,5
389322,4,6,4,3,3,7,4,1,6
389323,1,0,0,1,1,1,0,0,4
389324,5,3,0,3,3,7,4,1,6
389325,1,2,7,3,0,3,2,0,2
389326,4,4,1,4,0,4,1,2,0
389327,2,7,2,2,2,2,4,4,4
389328,0,4,6,2,2,3,0,3,7
389329,4,1,0,0,3,3,1,1,1
389330,1,0,0,7,4,0,3,4,0
389331,4,6,4,2,2,3,2,2,2
389332,0,3,3,1,1,1,7,3,3
389333,3,0,4,3,3,7,4,0,0
389334,1,1,1,3,7,4,3,7,3
389335,2,7,2,5,1,1,0,3,7
389336,4,4,4,4,4,4,2,2,2
389337,5,5,3,2,6,2,5,0,3
389338,1,1,2,0,2,6,0,3,7
389339,3,0,4,1,1,1,4,0,0
389340,2,7,2,0,4,4,2,2,5
389341,1,1,1,4,0,4,1,1,2
389342,1,2,7,1,1,1,0,3,7
389343,2,5,5,5,1,1,3,4,0
389344,1,1,2,1,0,2,2,2,2
389345,0,4,6,2,3,0,1,1,2
389346,6,4,4,1,0,2,0,2,2
389347,2,5,5,2,3,0,2,2,2
389348,1,1,1,1,1,0,0,2,2
389349,2,2,5,4,4,4,5,0,3
389350,4,4,1,4,4,1,0,0,4
389351,3,0,4,4,4,4,4,4,4
389352,6,4,4,1,0,2,0,4,4
389353,3,0,3,1,0,2,3,3,4
389354,1,0,0,4,1,5,3,4,0
389355,2,7,2,1,1,0,0,4,4
389356,0,4,6,2,6,2,6,1,1
389357,1,1,1,4,4,4,4,4,4
389358,3,3,0,2,3,0,1,1,1
389359,6,4,4,5,1,1,5,0,3
389360,3,3,0,1,1,1,1,2,0
389361,4,4,1,4,4,1,6,1,1
389362,4,4,4,4,1,5,1,1,2
389363,1,2,7,5,1,1,3,3,4
389364,3,0,3,3,3,3,1,1,1
389365,3,0,4,2,2,2,7,3,3
389366,4,4,4,6,2,2,2,2,5
389367,2,7,2,4,4,1,4,4,4
389368,0,3,3,3,0,3,0,3,7
389369,3,0,3,2,3,0,3,3,3
389370,2,5,5,0,2,6,0,0,4
389371,0,3,3,3,7,4,3,3,3
389372,7,2,2,0,3,3,1,2,0
389373,2,2,5,2,3,0,4,4,1
389374,0,4,6,3,3,7,0,0,4
389375,5,5,3,4,0,4,2,2,2
389376,1,1,1,4,1,5,1,1,1
389377,2,7,2,3,3,3,2,0,2
389378,3,3,0,1,5,1,0,4,4
389379,4,4,1,2,6,2,0,4,4
389380,4,1,0,2,3,0,1,6,1
389381,4,6,4,4,4,1,0,3,7
389382,5,3,0,0,2,6,0,4,4
389383,1,0,0,4,0,4,0,4,4
389384,1,1,2,4,4,1,0,3,7
389385,2,2,5,0,2,6,4,4,1
389386,5,5,3,3,3,3,1,1,1
389387,0,3,3,6,2,2,1,6,1
389388,0,1,1,0,4,4,4,4,1
389389,2,2,2,4,4,4,1,1,2
389390,0,4,6,1,0,2,1,1,1
389391,3,3,3,4,4,4,1,1,1
389392,0,3,3,3,3,7,4,0,0
389393,1,1,1,2,2,2,4,4,4
389394,4,4,1,4,0,4,0,4,4
389395,0,0,1,3,7,4,6,1,1
389396,5,3,0,1,1,1,2,2,5
389397,3,0,3,4,1,5,6,1,1
389398,1,1,2,1,0,2,5,5,0
389399,2,2,2,4,4,1,5,0,3
389400,2,5,5,0,4,4,2,0,2
389401,3,3,0,1,1,0,1,2,0
389402,3,0,4,3,3,7,2,2,2
389403,7,2,2,1,5,1,2,5,5
389404,0,1,1,5,1,1,0,3,7
389405,3,0,3,2,3,0,4,4,4
389406,4,1,0,1,1,1,6,1,1
389407,7,2,2,3,0,3,1,2,0
389408,0,4,6,3,3,3,5,0,3
389409,4,4,4,1,5,1,2,0,2
389410,4,6,4,1,1,1,4,0,0
389411,0,0,1,3,3,7,4,1,6
389412,0,1,1,0,4,4,1,1,2
389413,4,1,0,4,1,5,0,2,2
389414,3,0,4,1,1,1,1,1,1
389415,2,5,5,0,4,4,2,2,2
389416,2,2,2,3,0,3,3,3,3
389417,1,2,7,0,2,6,2,2,5
389418,3,3,0,1,1,1,1,2,0
389419,3,0,4,1,1,1,3,3,4
389420,3,3,3,4,4,1,1,6,1
389421,1,2,7,0,3,3,2,2,5
389422,0,3,3,2,3,0,0,3,7
389423,3,0,4,4,4,1,1,1,2
389424,2,2,5,3,3,3,6,1,1
389425,0,4,6,2,6,2,1,1,2
389426,0,4,6,3,3,7,7,3,3
389427,0,3,3,1,5,1,3,3,3
389428,3,0,3,3,3,3,3,4,0
389429,1,2,7,1,5,1,4,0,0
389430,1,1,1,3,7,4,3,7,3
389431,0,3,3,3,0,3,4,0,0
389432,7,2,2,1,0,2,1,1,2
389433,3,0,4,6,2,2,3,3,3
389434,0,3,3,2,3,0,4,0,0
389435,1,0,0,0,3,3,4,4,1
389436,4,4,4,1,1,1,2,2,5
389437,3,3,0,3,0,3,5,0,3
389438,0,0,1,3,3,7,3,3,3
389439,1,1,1,1,0,2,3,3,3
389440,3,3,3,4,0,4,2,2,5
389441,1,1,2,2,2,2,3,3,3
389442,2,2,2,6,2,2,4,4,1
389443,0,1,1,6,2,2,0,4,4
389444,0,1,1,5,1,1,3,3,4
389445,1,1,1,5,1,1,1,1,2
389446,6,4,4,1,1,1,0,0,4
389447,4,4,1,4,1,5,6,1,1
389448,0,1,1,4,0,4,0,3,7
389449,1,1,2,6,2,2,1,1,2
389450,4,1,0,3,7,4,7,3,3
389451,3,0,3,3,3,3,2,2,2
389452,4,1,0,3,7,4,5,0,3
389453,5,3,0,2,6,2,2,5,5
389454,4,6,4,4,1,5,0,2,2
389455,0,0,1,4,4,4,3,7,3
389456,6,4,4,6,2,2,3,4,0
389457,0,1,1,4,0,4,2,2,5
389458,3,0,3,0,2,6,4,1,6
389459,6,4,4,1,1,0,0,0,4
389460,2,2,5,3,7,4,4,4,4
389461,4,4,1,2,6,2,3,4,0
389462,1,2,7,0,2,6,5,0,3
389463,3,3,0,4,0,4,0,0,4
389464,6,4,4,2,2,3,4,4,1
389465,4,1,0,1,1,0,1,2,0
389466,0,4,6,3,0,3,1,1,1
389467,3,0,3,1,1,0,3,7,3
389468,3,0,4,0,4,4,5,0,3
389469,3,3,0,4,0,4,6,1,1
389470,3,3,0,3,7,4,3,7,3
389471,3,0,3,1,0,2,0,3,7
389472,0,3,3,0,4,4,1,1,1
389473,5,5,3,2,6,2,5,0,3
389474,4,4,4,0,3,3,2,5,5
389475,6,4,4,3,3,7,0,3,7
389476,3,0,3,0,2,6,0,0,4
389477,3,3,0,5,1,1,5,5,0
389478,2,7,2,3,7,4,6,1,1
389479,3,3,3,0,4,4,1,6,1
389480,2,5,5,4,1,5,3,3,4
389481,1,1,2,3,7,4,3,3,4
389482,3,0,4,1,5,1,3,7,3
389483,2,7,2,2,2,2,4,4,4
389484,7,2,2,4,0,4,1,1,1
389485,2,5,5,4,4,1,5,5,0
389486,0,0,1,4,4,4,3,7,3
389487,0,0,1,0,4,4,0,4,4
389488,3,3,0,3,3,7,7,3,3
389489,4,4,4,1,0,2,1,1,2
389490,0,4,6,1,5,1,0,2,2
389491,0,0,1,1,1,0,0,0,4
389492,7,2,2,4,0,4,0,4,4
389493,2,2,5,2,2,3,4,4,4
389494,3,0,3,2,6,2,0,2,2
389495,7,2,2,4,4,4,0,0,4
389496,2,2,2,3,3,3,4,4,1
389497,3,0,3,5,1,1,2,2,2
389498,0,4,6,4,4,1,5,5,0
389499,6,4,4,2,2,2,2,0,2
389500,5,5,3,3,0,3,5,0,3
389501,0,3,3,5,1,1,5,5,0
389502,4,4,4,4,4,1,5,5,0
389503,4,4,1,1,5,1,4,4,1
389504,7,2,2,2,2,3,4,4,4
389505,5,5,3,5,1,1,2,2,5
389506,4,6,4,3,0,3,0,2,2
389507,1,1,1,1,0,2,2,2,2
389508,7,2,2,4,1,5,4,4,4
389509,2,5,5,2,3,0,3,3,3
389510,1,0,0,2,2,3,2,2,5
389511,1,2,7,4,1,5,3,4,0
389512,5,5,3,0,4,4,4,0,0
389513,6,4,4,3,3,7,4,0,0
389514,1,1,2,3,0,3,3,4,0
389515,1,1,2,2,2,3,3,3,4
389516,4,4,4,2,6,2,1,6,1
389517,2,5,5,5,1,1,0,3,7
389518,5,3,0,4,0,4,3,7,3
389519,3,3,3,2,6,2,3,3,4
389520,0,1,1,0,2,6,3,4,0
389521,4,4,1,7,4,0,3,3,4
389522,4,4,4,7,4,0,7,3,3
389523,1,1,2,3,0,3,4,4,4
389524,2,2,5,3,3,3,7,3,3
389525,2,7,2,4,4,1,5,0,3
389526,5,5,3,4,1,5,4,0,0
389527,1,1,1,6,2,2,4,4,1
389528,4,6,4,3,0,3,0,2,2
389529,4,1,0,4,4,1,5,5,0
389530,3,3,0,4,1,5,3,4,0
389531,0,4,6,0,3,3,3,4,0
389532,5,5,3,0,4,4,2,5,5
389533,3,0,3,3,7,4,0,3,7
389534,0,0,1,6,2,2,2,2,5
389535,4,4,4,4,0,4,4,4,4
389536,3,3,3,0,3,3,3,4,0
389537,2,7,2,2,6,2,2,2,2
389538,5,5,3,3,0,3,0,4,4
389539,1,1,2,1,5,1,6,1,1
389540,2,2,2,2,2,3,2,2,2
389541,4,6,4,1,5,1,3,7,3
389542,4,6,4,2,6,2,1,6,1
389543,6,4,4,1,1,0,2,2,5
389544,4,1,0,3,7,4,4,0,0
389545,3,0,3,3,3,7,2,0,2
389546,3,0,4,2,2,3,0,3,7
389547,0,4,6,0,3,3,1,6,1
389548,1,1,1,1,1,0,5,0,3
389549,1,0,0,2,6,2,2,5,5
389550,2,7,2,3,0,3,4,4,4
389551,0,1,1,2,2,3,7,3,3
389552,3,3,0,4,4,4,2,2,2
389553,1,1,2,2,2,2,4,0,0
389554,6,4,4,6,2,2,2,5,5
389555,0,1,1,7,4,0,4,1,6
389556,3,0,4,1,0,2,1,2,0
389557,1,0,0,0,4,4,3,3,3
389558,3,0,3,1,1,0,1,1,2
389559,0,3,3,1,0,2,3,7,3
389560,3,0,3,2,3,0,1,1,2
389561,1,1,1,7,4,0,4,4,1
389562,1,0,0,4,4,1,7,3,3
389563,2,2,2,4,4,4,4,4,1
389564,3,0,3,3,3,3,3,4,0
389565,2,7,2,1,0,2,3,3,4
389566,0,4,6,2,2,3,4,1,6
389567,0,3,3,5,1,1,0,0,4
389568,5,5,3,1,5,1,2,0,2
389569,4,6,4,3,3,3,2,0,2
389570,4,6,4,3,7,4,4,4,1
389571,4,6,4,3,0,3,4,1,6
389572,3,3,0,1,1,0,3,4,0
389573,3,0,4,1,5,1,2,5,5
389574,2,2,2,4,1,5,4,4,1
389575,3,3,3,1,1,0,4,1,6
389576,2,5,5,1,1,1,4,1,6
389577,1,0,0,2,3,0,6,1,1
389578,2,5,5,3,0,3,2,0,2
389579,1,0,0,4,0,4,7,3,3
389580,3,3,3,4,1,5,2,0,2
389581,5,5,3,5,1,1,7,3,3
389582,1,2,7,4,1,5,6,1,1
389583,3,0,3,1,1,0,1,6,1
389584,2,7,2,3,3,7,5,0,3
389585,3,3,0,3,3,7,7,3,3
389586,0,0,1,7,4,0,2,2,5
389587,2,2,5,4,4,1,7,3,3
389588,3,0,3,4,1,5,2,2,5
389589,1,2,7,1,1,0,0,0,4
389590,5,3,0,3,0,3,2,2,5
389591,0,0,1,3,0,3,5,0,3
389592,4,4,4,3,7,4,2,5,5
389593,5,3,0,2,3,0,0,4,4
389594,3,0,3,5,1,1,1,2,0
389595,3,3,3,2,6,2,2,2,2
389596,3,3,3,7,4,0,2,2,5
389597,1,1,1,5,1,1,1,6,1
389598,2,2,5,5,1,1,4,1,6
389599,4,1,0,3,3,7,0,0,4
389600,2,2,2,3,7,4,2,0,2
389601,6,4,4,1,0,2,2,0,2
389602,2,7,2,1,1,0,3,3,4
389603,4,6,4,3,7,4,4,4,4
389604,4,1,0,4,4,4,0,2,2
389605,6,4,4,4,4,4,3,7,3
389606,0,1,1,4,4,4,4,0,0
389607,4,4,1,3,7,4,7,3,3
389608,2,5,5,3,7,4,4,1,6
389609,4,4,1,0,3,3,2,5,5
389610,2,2,5,0,4,4,2,5,5
389611,1,2,7,0,4,4,7,3,3
389612,4,4,4,3,7,4,4,1,6
389613,4,4,1,2,2,2,3,3,3
389614,3,0,4,4,4,1,0,4,4
389615,7,2,2,3,0,3,0,3,7
389616,4,1,0,5,1,1,3,3,3
389617,1,2,7,7,4,0,0,2,2
389618,4,4,4,2,6,2,4,4,4
389619,1,1,1,3,0,3,4,1,6
389620,4,1,0,1,5,1,2,5,5
389621,1,1,2,0,3,3,1,1,1
389622,5,3,0,1,1,1,4,4,4
389623,3,3,0,4,1,5,0,3,7
389624,3,3,0,4,1,5,1,1,2
389625,3,3,0,4,0,4,3,3,3
389626,4,4,4,3,0,3,0,4,4
389627,0,0,1,4,4,1,2,2,5
389628,6,4,4,5,1,1,2,0,2
389629,1,2,7,0,4,4,4,4,4
389630,3,0,4,2,3,0,0,2,2
389631,3,3,0,4,4,4,3,7,3
389632,4,6,4,2,3,0,1,2,0
389633,1,0,0,2,3,0,5,5,0
389634,4,6,4,1,1,1,2,5,5
389635,4,6,4,2,6,2,4,0,0
389636,1,2,7,0,4,4,4,0,0
389637,6,4,4,2,2,2,0,3,7
389638,2,5,5,1,0,2,0,4,4
389639,5,5,3,1,1,1,3,7,3
389640,0,3,3,4,0,4,2,0,2
389641,5,5,3,1,1,1,4,0,0
389642,3,3,0,4,4,4,3,4,0
389643,4,1,0,3,3,7,7,3,3
389644,3,0,3,3,7,4,2,2,2
389645,1,1,1,0,3,3,6,1,1
389646,3,3,0,1,1,1,2,2,5
389647,5,3,0,2,6,2,0,2,2
389648,4,4,4,4,4,1,3,3,3
389649,3,0,3,2,2,3,2,0,2
389650,0,0,1,3,3,7,5,5,0
389651,0,0,1,3,7,4,4,0,0
389652,4,4,1,5,1,1,3,3,3
389653,0,1,1,2,2,3,3,3,3
389654,5,5,3,1,0,2,2,2,5
389655,6,4,4,0,3,3,1,6,1
389656,2,5,5,2,2,2,1,6,1
389657,1,2,7,2,2,3,5,0,3
389658,3,3,0,1,0,2,4,1,6
389659,5,5,3,3,3,3,3,3,4
389660,2,2,2,0,2,6,3,7,3
389661,1,1,1,3,7,4,1,2,0
389662,2,2,5,1,1,1,5,5,0
389663,4,4,1,3,0,3,4,4,1
389664,2,7,2,6,2,2,2,0,2
389665,5,5,3,6,2,2,4,0,0
389666,5,5,3,0,4,4,1,1,1
389667,2,2,2,0,2,6,4,0,0
389668,4,4,1,4,4,1,5,5,0
389669,0,3,3,1,1,0,5,0,3
389670,2,5,5,0,3,3,2,0,2
389671,7,2,2,1,1,1,5,0,3
389672,1,1,1,3,7,4,3,4,0
389673,4,1,0,4,4,1,5,0,3
389674,3,0,4,0,3,3,2,0,2
389675,4,4,4,7,4,0,2,0,2
389676,0,4,6,5,1,1,0,3,7
389677,0,3,3,2,2,2,4,4,4
389678,5,5,3,5,1,1,0,0,4
389679,3,3,0,1,5,1,4,4,4
389680,3,3,0,3,3,7,1,2,0
389681,2,2,2,4,4,4,3,3,4
389682,2,5,5,3,3,7,3,3,3
389683,2,7,2,3,0,3,0,4,4
389684,4,6,4,5,1,1,1,1,2
389685,1,1,1,0,4,4,1,6,1
389686,0,1,1,3,3,7,0,0,4
389687,0,1,1,3,0,3,4,4,4
389688,4,4,4,4,1,5,2,2,5
389689,2,2,2,2,2,2,1,6,1
389690,2,5,5,0,3,3,6,1,1
389691,5,5,3,5,1,1,0,2,2
389692,1,2,7,0,2,6,2,5,5
389693,3,3,3,3,0,3,5,0,3
389694,3,3,3,6,2,2,7,3,3
389695,1,0,0,2,2,2,1,1,1
389696,5,5,3,1,0,2,4,0,0
389697,3,3,0,3,7,4,3,3,4
389698,4,6,4,1,1,0,4,4,4
389699,3,3,3,0,2,6,3,3,4
389700,1,0,0,7,4,0,1,1,1
389701,3,0,4,1,5,1,2,0,2
389702,1,1,2,3,7,4,3,3,3
389703,5,3,0,3,0,3,4,4,4
389704,0,3,3,2,3,0,3,4,0
389705,1,2,7,1,1,1,5,5,0
389706,4,4,4,1,1,1,5,0,3
389707,2,7,2,1,1,0,7,3,3
389708,5,5,3,3,3,7,3,4,0
389709,1,1,2,4,4,4,7,3,3
389710,1,0,0,2,2,2,7,3,3
389711,4,4,1,7,4,0,0,4,4
389712,4,4,4,2,2,2,1,1,1
389713,4,1,0,1,1,0,2,0,2
389714,4,1,0,1,1,0,1,2,0
389715,2,2,5,6,2,2,2,2,5
389716,6,4,4,3,3,7,7,3,3
389717,2,2,2,2,2,2,4,4,4
389718,1,2,7,0,2,6,2,0,2
389719,5,3,0,0,4,4,2,2,5
389720,1,2,7,1,1,0,3,3,3
389721,0,0,1,1,1,0,4,4,4
389722,3,0,4,4,0,4,2,5,5
389723,2,2,2,3,3,7,2,5,5
389724,3,0,3,1,1,0,2,2,2
389725,2,5,5,2,6,2,2,2,5
389726,3,3,0,1,1,1,3,3,4
389727,2,2,2,2,2,2,3,4,0
389728,3,3,0,0,2,6,3,7,3
389729,0,4,6,4,0,4,5,5,0
389730,2,5,5,1,5,1,4,0,0
389731,4,6,4,4,0,4,3,4,0
389732,0,3,3,3,3,3,3,3,3
389733,0,3,3,3,3,3,0,2,2
389734,2,2,5,7,4,0,0,0,4
389735,3,3,0,2,3,0,1,6,1
389736,0,1,1,3,7,4,5,5,0
389737,3,0,3,3,3,7,3,3,3
389738,7,2,2,2,6,2,1,6,1
389739,0,4,6,4,0,4,1,6,1
389740,3,3,0,4,4,1,2,2,5
389741,1,1,1,3,7,4,0,4,4
389742,4,1,0,4,0,4,7,3,3
389743,4,6,4,3,3,7,4,4,4
389744,0,4,6,0,2,6,4,4,4
389745,5,5,3,2,6,2,4,4,4
389746,4,4,4,2,2,3,1,2,0
389747,3,3,0,2,6,2,1,6,1
389748,1,2,7,1,1,1,2,0,2
389749,5,3,0,1,0,2,6,1,1
389750,2,7,2,2,2,2,1,2,0
389751,5,3,0,6,2,2,2,0,2
389752,3,3,0,1,0,2,1,2,0
389753,4,4,4,3,3,7,3,4,0
389754,1,0,0,2,2,3,2,0,2
389755,3,0,3,5,1,1,3,4,0
389756,1,1,1,5,1,1,2,2,5
389757,1,0,0,7,4,0,3,7,3
389758,0,0,1,3,0,3,1,1,2
389759,2,2,5,2,6,2,5,0,3
389760,2,5,5,3,3,7,1,1,2
389761,0,1,1,1,1,1,7,3,3
389762,2,7,2,3,3,7,3,3,3
389763,4,6,4,2,3,0,4,4,1
389764,3,3,3,6,2,2,6,1,1
389765,2,5,5,2,6,2,4,0,0
389766,3,0,3,6,2,2,0,4,4
389767,1,0,0,2,2,2,1,1,1
389768,4,1,0,7,4,0,4,0,0
389769,3,0,4,3,3,3,3,4,0
389770,6,4,4,5,1,1,3,7,3
389771,4,6,4,0,4,4,4,4,4
389772,2,7,2,2,2,2,4,1,6
389773,1,1,2,2,2,3,2,0,2
389774,0,0,1,4,4,1,1,1,2
389775,2,7,2,3,7,4,4,1,6
389776,6,4,4,0,4,4,2,2,5
389777,2,2,2,4,4,4,0,4,4
389778,4,1,0,2,3,0,2,2,2
389779,0,1,1,2,2,3,4,4,1
389780,2,5,5,5,1,1,4,1,6
389781,3,0,4,4,1,5,3,3,4
389782,7,2,2,3,0,3,2,2,5
389783,7,2,2,4,0,4,2,0,2
389784,4,1,0,2,3,0,2,2,2
389785,0,4,6,5,1,1,6,1,1
389786,1,1,1,0,3,3,3,3,4
389787,3,0,4,5,1,1,0,3,7
389788,1,1,1,4,4,1,6,1,1
389789,1,2,7,4,1,5,3,3,4
389790,3,3,0,7,4,0,0,2,2
389791,7,2,2,3,0,3,5,0,3
389792,0,0,1,1,5,1,1,1,2
389793,4,4,4,3,7,4,2,2,2
389794,2,5,5,4,4,4,5,5,0
389795,6,4,4,4,1,5,5,5,0
389796,3,0,4,4,4,4,4,4,1
389797,0,1,1,2,2,3,0,0,4
389798,1,1,2,0,3,3,2,5,5
389799,7,2,2,2,6,2,1,2,0
389800,1,2,7,0,3,3,2,5,5
389801,5,3,0,1,5,1,1,6,1
389802,3,0,3,1,1,1,4,4,1
389803,6,4,4,2,2,2,6,1,1
389804,4,1,0,1,5,1,2,5,5
389805,5,3,0,7,4,0,1,6,1
389806,1,2,7,0,4,4,3,4,0
389807,3,3,0,7,4,0,2,0,2
389808,1,1,2,3,7,4,1,2,0
389809,2,5,5,5,1,1,0,4,4
389810,4,4,4,3,7,4,1,1,1
389811,1,1,2,2,2,3,0,0,4
389812,1,2,7,4,4,1,0,3,7
389813,7,2,2,4,4,1,1,1,1
389814,0,1,1,1,1,0,5,0,3
389815,3,0,3,3,3,3,0,4,4
389816,4,6,4,4,4,1,6,1,1
389817,1,1,1,7,4,0,4,4,4
389818,4,4,1,3,3,3,4,0,0
389819,2,2,2,3,0,3,3,3,4
389820,0,1,1,0,2,6,3,4,0
389821,0,4,6,4,4,4,4,4,1
389822,3,3,0,1,1,0,2,5,5
389823,3,3,0,3,3,7,3,3,4
389824,3,3,3,3,7,4,1,2,0
389825,3,0,4,0,3,3,0,0,4
389826,4,1,0,3,3,3,1,1,1
389827,2,7,2,2,2,2,4,4,4
389828,1,2,7,4,0,4,4,1,6
389829,0,0,1,2,2,2,3,3,4
389830,7,2,2,2,2,3,5,5,0
389831,6,4,4,2,6,2,5,0,3
389832,0,0,1,1,5,1,1,2,0
389833,2,5,5,3,0,3,7,3,3
389834,1,1,2,3,3,3,3,3,3
389835,3,3,3,4,4,4,2,5,5
389836,1,2,7,7,4,0,1,6,1
389837,3,3,0,1,1,0,3,4,0
389838,4,1,0,1,0,2,3,7,3
389839,7,2,2,1,1,0,3,3,4
389840,0,1,1,1,5,1,1,6,1
389841,0,0,1,1,0,2,0,4,4
389842,4,4,4,2,6,2,4,1,6
389843,0,4,6,1,0,2,4,4,1
389844,1,0,0,3,3,7,3,4,0
389845,5,5,3,4,4,1,5,0,3
389846,4,4,1,2,2,2,0,0,4
389847,2,5,5,1,1,0,2,5,5
389848,5,3,0,4,1,5,3,3,3
389849,0,4,6,1,1,0,5,0,3
389850,3,3,3,0,2,6,4,0,0
389851,3,3,0,0,2,6,3,3,4
389852,2,2,5,1,1,0,1,1,2
389853,5,5,3,3,3,7,2,5,5
389854,5,5,3,4,0,4,5,5,0
389855,2,7,2,1,1,1,0,4,4
389856,4,1,0,4,0,4,4,4,4
389857,5,3,0,5,1,1,4,4,4
389858,3,0,3,1,5,1,6,1,1
389859,2,7,2,2,3,0,0,3,7
389860,2,2,2,1,1,1,1,6,1
389861,0,3,3,3,0,3,4,4,4
389862,2,7,2,7,4,0,7,3,3
389863,0,0,1,4,1,5,2,2,5
389864,2,5,5,1,0,2,4,4,1
389865,0,1,1,4,4,4,1,2,0
389866,2,5,5,6,2,2,2,0,2
389867,3,3,0,1,5,1,0,2,2
389868,2,5,5,2,2,3,4,1,6
389869,2,2,2,2,2,3,2,5,5
389870,0,0,1,2,2,3,4,4,4
389871,4,1,0,1,1,1,5,5,0
389872,0,4,6,1,0,2,1,6,1
389873,4,1,0,4,4,1,2,5,5
389874,3,3,0,3,0,3,1,6,1
389875,0,1,1,4,4,1,5,5,0
389876,4,1,0,0,3,3,1,1,2
389877,0,1,1,3,7,4,1,2,0
389878,1,2,7,5,1,1,3,3,4
389879,0,4,6,7,4,0,4,4,1
389880,2,7,2,1,5,1,5,5,0
389881,0,0,1,1,0,2,0,0,4
389882,3,3,0,4,4,4,0,2,2
389883,0,4,6,1,1,0,2,0,2
389884,4,4,1,2,3,0,0,0,4
389885,0,3,3,4,4,4,1,1,1
389886,1,2,7,3,3,7,2,5,5
389887,3,0,4,3,3,7,3,3,4
389888,4,4,1,4,4,1,3,4,0
389889,3,3,3,7,4,0,4,4,1
389890,1,1,1,1,5,1,2,2,2
389891,3,0,4,3,3,7,3,7,3
389892,0,1,1,3,0,3,1,1,1
389893,4,4,4,4,4,4,2,2,5
389894,0,0,1,5,1,1,1,1,1
389895,4,1,0,7,4,0,5,5,0
389896,4,4,4,4,0,4,0,0,4
389897,0,3,3,3,7,4,2,5,5
389898,1,2,7,3,3,3,5,5,0
389899,1,0,0,3,3,7,1,1,1
389900,2,2,2,3,0,3,1,6,1
389901,4,6,4,5,1,1,1,1,2
389902,5,3,0,7,4,0,3,3,3
389903,5,3,0,0,2,6,0,3,7
389904,6,4,4,2,3,0,0,0,4
389905,4,1,0,7,4,0,1,2,0
389906,5,5,3,0,3,3,0,2,2
389907,6,4,4,5,1,1,4,4,1
389908,3,3,3,3,0,3,1,6,1
389909,2,5,5,1,0,2,2,2,2
389910,2,7,2,3,7,4,6,1,1
389911,0,4,6,1,0,2,4,4,4
389912,4,1,0,1,5,1,2,0,2
389913,6,4,4,1,1,1,5,5,0
389914,0,3,3,2,6,2,0,2,2
389915,4,4,1,3,0,3,3,3,3
389916,4,4,1,2,6,2,0,2,2
389917,3,3,0,6,2,2,2,2,2
